full_text,sentimen,kategori
"LPDPrens, ternyata dengan memanfaatkan teknologi digital yang saat ini ada, kita dapat berkontribusi untuk bangkit bersama dalam pemulihan pasca pandemic Covid-19. Recover Together, Recover Stronger!

Lembaga Pengelola Dana Pendidikan
#LPDP #PK182 #ZoraGa…https://t.co/diVEpYgDrQ",positif,Control 
KULIAH KERJA NYATA (KKN) MANDIRI PENDIDIKAN MASYARAKAT DI SAAT PANDEMI COVID 1 https://t.co/otApdDegYm,negatif,Composure
"Dinas Pendidikan dan Kebudayaan Lampung Barat sejak memasuki PPKM level III lalu atau sejak 2 Maret lalu hingga saat ini masih memberlakukan PTM secara terbatas yaitu 50% dari kapasitas ruangan belajar akibat dampak covid-19. 

#Lampungbarat #lampungpostid
https://t.co/IrvbzFQNsF",negatif,Composure
"#TangkapGubernurPenipuBauMayat
jika itikadnya murni mengapresiasi nakes yang gugur saat menangani COVID-19, bentuknya bisa berupa santunan bantuan pendidikan anak-anak nakes.

Sempat Polemik, 37 Nama Nakes COVID Wafat Diabadikan di JPO Pinisi DKI https://t.co/onIu6TjUUU",negatif,Composure
"Vaksin sangat penting melindungi anak-anak kita saat Mengikuti pendidikan tatap muka bisa terlindungi dari covid-19

Indonesia Disiplin Prokes https://t.co/znCA3mDnDs",positif,Control 
"Fenomena Permasalahan : 

Pembelajaran Pendidikan Agama Islam pada saat Covid-19 masih banyak sekali hambatan yang dialaminya, seperti: pada pembelajaran online melalui media google classroom ini banyak sekali siswa yang belum mengerti cara menggunakan google classroom.",positif,Confidience
Pendidikan Masyarakat Di Saat Pandemi Covid 19 https://t.co/2EVQNAvIbf,positif,Control 
"Sekolah keliling ini meluncur dari desa ke desa tiga kali seminggu, memberikan pendidikan bagi anak-anak miskin di dekat kota Tagkawayan, saat sekolah ditutup akibat COVID-19. #kumparanNEWS https://t.co/aI1DArBfKQ",positif,Comitment
Sekolah-sekolah di Kota Semarang saat ini mulai mempersiapkan pelaksanaan PTM terbatas setelah selama dua pekan dilaksanakan pembelajaran jarak jauh (PJJ) akibat kasus covid-19 meningkat dan muncul klaster pendidikan.  https://t.co/7HubL9s3cv,positif,Confidience
"@WidyoLita betul Mba, contoh nyata bahwa bukan cuma social bullying tp juga keterbatasan akses ke pendidikan, kesehatan, bantuan, dsb. adalah saat covid dan ekonomi terhenti, sedikit yg menerima bantuan",positif,Control 
"Dinas Pendidikan Kota Madiun, Jawa Timur, mencatat lima sekolah yang sejumlah siswa, guru, maupun pegawai lainnya, terpapar COVID-19 saat dilakukan pembelajaran tatap muka (PTM) terbatas. https://t.co/Ktoqk71YEE",positif,Confidience
"LG covid begini sekolah tidak maksimal"" lagi lagi SMPN1 Jayanti Tangerang Banten,pungut 850,000..
Buat Poto,""..buat apa aja sih uang BOS nya,sekolah
Ini,bingung juga wali murid
Saat sulit seperti ini..tolong Sidak* Kepala Dinas Pendidikan kabupaten. Tangerang,Banten",negatif,Composure
"Mantan menteri pendidikan Nasional Anies Baswedan menyarankan agar pembelajaran tatap muka terbatas tidak begitu di paksakan, apalagi saat ini, kasus Covid-19 di tengah pelaksanaan PTM terbatas di sejumlah daerah makin tidak terkendali dan makin banyak jumlah kasusnya saat ini",positif,Control 
"Menteri pendidikan Nasional Nadiem Makarim menegaskan bahwa pembelajaran tatap muka terbatas tetap berjalan sesuai jadwal, meskipun saat ini kasus Covid-19 di tengah pelaksanaan PTM terbatas di sejumlah daerah di Indonesia makin bertambah banyak, terparah ada di DKI Jakarta",positif,Control 
"Covid saat ini sedang menempuh pendidikan S1 dan sudah berjalan 3 tahun lebih. Saat ini covid sedang magang di PT.Omicron, doakan saja covid lekas lulus dan wisuda supaya pergi dari dunia ini.",positif,Confidience
"Anggota Komisi D DPRD Kota Depok Supariyono meminta Pemerintah Kota (Pemkot) Depok segera menghentikan PTM di semua jenjang pendidikan, mengingat saat ini kasus Covid-19 di Kota Depok sedang mengalami peningkatan. #kotadepok https://t.co/RoBp2LC0KF",positif,Comitment
"Perhimpunan Pendidikan dan Guru (P2G) meminta Pemprov DKI Jakarta tidak ragu untuk menghentikan sementara pembelajaran tatap muka berkapasitas 100 persen di sekolah.

Ia menambahkan, saat ini positivity rate Covid-19 di DKI Jakarta sudah mencapai 16 persen.

#SmartNews @kompascom https://t.co/pw1hJgZIa3",negatif,Composure
"3.Terkait PTM terbatas, Sekretaris Jenderal (Sesjen) Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi (Kemendikbudristek) Suharti menyatakan bahwa Kemendikbudristek memahami bahwa saat ini terjadi lonjakan kasus COVID-19 di beberapa daerah.",positif,Control 
Dinas Pendidikan DKI Jakarta menyampaikan laporan terkait temuan kasus positif COVID-19 saat pelaksanaan Pembelajaran Tatap Muka (PTM) 100 persen terbatas. #kumparanNEWS https://t.co/PB64zIl6dP,positif,Control 
"5. Perhimpunan untuk Pendidikan dan Guru (P2G) meyakini bahwa saat ini kasus Covid-19 di Provinsi DKI Jakarta tak hanya terjadi di 90 sekolah. / #Covid19 #PTM100persen #Omicron #JernihkanHarapan

https://t.co/9IsLuHJ1sm",positif,Control 
"Pembagian masker dalam rangka pencegahan virus Covid-19 bagi para pelajar yang saat ini sudah menerapkan proses pembelajaran tatap muka (PTM). secara simbolis, bantuan masker dilalsanakan di aula Dinas Pendidikan Kabupaten Sergai di Sei Rampah.",positif,Composure
"Kepala Bidang Pencegahan Pengendalian Penyakit (P2P) Dinas Pendidikan DKI Jakarta Dwi Octavia meyakini bahwa saat ini Covid-19 sudah menyebar begitu luas di Jakarta. Ia bahkan mengatakan, virus corona sudah ada di lingkaran utama masing-masing warga Jakarta.

#SmartNews https://t.co/4v73XOAOKq",negatif,Confidience
"Perhimpunan untuk Pendidikan dan Guru (P2G) meyakini, saat ini kasus Covid-19 di Provinsi DKI Jakarta tak hanya terjadi di 90 sekolah. https://t.co/uM77bw5fQJ",positif,Comitment
"Kampus UNM Akan Buka Program Studi Pendidikan Kedokteran, Begini Keseriusannya: Meskipun Pandemi Covid-19 masih menyelimuti dunia pendidikan saat ini, namun berbagai universitas di tanah air tetap… https://t.co/WelkvcjNeS #News #KampusUNM #ProdipendidikankedokteranUNM",positif,Comitment
Pemerintah Kota (Pemkot) Jakarta Selatan saat ini masih menunggu aturan dari Dinas Pendidikan (Disdik) DKI Jakarta mengenai rencana pembelajaran siswa setelah ditemukan kasus covid-19.   https://t.co/17FKlvvOwq,positif,Control 
Sebenarnya covid yg paling berbahaya dan menakutkan itu adalah dr beritanya....tdk ada sejumlah peneliyian saat ini dalam jangka panjangnya dpublikasikan ...cuma rakyat cerdas  curiga tiba2 landai tiba2 turun anjlok tiba naik2...klo rakyat mnim pendidikan masih percaya2 saja,positif,Confidience
Dua pasien Omicron yang meninggal dunia memiliki penyakit komorbid. Ini komorbid yang memperparah kondisi mereka. https://t.co/QxjWTpmmkP,positif,Confidience
Menteri Pendidikan Prancis Dikritik karena Umumkan Aturan Covid saat Liburan di Ibiza — Nusakini https://t.co/YGVQNFUr5P,negatif,Control 
"Menteri Nadiem Makarim memastikan SKB 4 menteri soal PTM mengandung antisipasi ancaman peningkatan kasus COVID-19 akibat varian Omicron.

SKB 4 menteri itu mengakomodasi seluruh skenario aktivitas pendidikan saat pandemi, juga ketika pandemi sudah melandai.

@jokowi lawan pandemi https://t.co/VtXpUbacG6",negatif,Composure
"@Markonah_003 Anak ini lahir tahun berapa sih, sekolah di mana ?, Mana ada buku PSBB yang ada itu PSPB = Pendidikan Sejarah Perjuangan Bangsa tong, kalau PSBB itu ada di saat virus Covid-19 !",positif,Control 
"DINAS Pendidikan (Disdik) DKI Jakarta terus mendorong vaksinasi pada anak usia 6-11 tahun. Terlebih saat ini sedang berlangsung pembelajaran tatap muka (PTM) 100% dalam keadaan kasus Covid-19 varians Omikron sedang meningkat.

Sumber: https://t.co/Wr9Sy7ceJw",positif,Control 
Pandemi Covid-19 yang mulai terjadi pada tahun 2019 akhir dan hingga saat ini belum mereda juga berdampak langsung pada sistem pendidikan yaitu mengharuskan sistem PPDB dilakukan secara online. SIAP PPDB online di Indonesia.,positif,Control 
"#BeritaSampit
Waspadai Titik Kritis Penularan Covid-19 Saat PTM, Ini Kata Tokoh Muda Pendidikan Kotim https://t.co/BTSE7ASmkg SAMPIT - Tokoh Muda Pendidikan Kotawaringin Timur... https://t.co/eq9dNyz8Qw",positif,Control 
"Antisipasi Covid-19 Varian Omicron, Pemkot Sasar Dunia Pendidikan Saat PTM https://t.co/NuDuoIQnAQ",positif,Confidience
"Pemerintah Provinsi DKI Jakarta mulai kembali menerapkan pembelajaran tatap muka (PTM) terbatas pada hari ini, Senin (3/1/2022). Penerapan PTM dilakukan setelah menyesuaikan kebijakan pemerintah pusat di saat masa pandemi Covid-19. 

Kepala Dinas Pendidikan Provinsi DKI Jakarta, https://t.co/lFsUUJBZOI",positif,Comitment
"Situasi pandemi Covid-19 saat ini menuntut perubahan dalam berbagai aspek kehidupan, termasuk dunia pendidikan sehingga melahirkan Edutech. https://t.co/rI45KwhmOy",positif,Comitment
"@baekhyunibambi bersyukur karena saat covid masih bisa bertahan dan sembuh sampai sekarang, lingkungan pendidikan dan / atau kerjaan kakak dalam keadaan yang bagus shg bisa melalui semuanya di tahun ini
makasih giveaway nya kak",negatif,Composure
#Problematika Teknologi Pendidikan Yang Menjadi Solusi Pada Saat Pandemi Covid-19 - https://t.co/WzNLt2udns - https://t.co/WzNLt2udns #Covid #Covid19 https://t.co/b2BwsQlST9,positif,Confidience
"Saat awal pandemi Covid 19 terjadi, banyak sekolah swasta berinisiatif dan kreatif mensiasati agar pelayanan pendidikan terhdp peserta didik dpt tetap berlangsung. Kesadaran ttp survive ditengah kesulitan menjd dorongan mereka utk terus berinovasi.",positif,Confidience
"#Kesehatan Memburuk Saat Terkena COVID-19, Billie Eilish: Andai Tidak Divaksin, Aku Bakal Mati - Fajar Pendidikan #Covid #Covid19 https://t.co/as82PMoAgo",negatif,Composure
Perlu Evaluasi Standar Nasional Pendidikan Saat dan Pascapandemi Covid 19 - https://t.co/nll726fo1B https://t.co/YAam3NudBP https://t.co/eal3JaATM2,negatif,Composure
"Bantuan Penanggulangan Covid-19 di Pesantren Rp 31,7 Miliar

Direktur Jenderal Pendidikan Islam Kemenag M. Ali Ramdhani mengatakan pesantren dan madrasah perlu memiliki ketahanan dalam menghadapi pandemi yg hingga saat ini masih belum usai.

𝗝𝗼𝗸𝗼𝘄𝗶 𝗟𝗮𝘄𝗮𝗻 𝗣𝗮𝗻𝗱𝗲𝗺𝗶 https://t.co/sdmtU4dtuE",positif,Comitment
Direktur Jenderal Pendidikan Islam Kemenag M. Ali Ramdhani mengatakan pesantren dan madrasah perlu memiliki ketahanan dalam menghadapi pandemi COVID-19 yang hingga saat ini masih belum usai. https://t.co/12OmUh1RIZ,positif,Comitment
Penuhi Hak Atas Pendidikan Anak Disabilitas Saat Pandemi Covid-19 https://t.co/cD8perOH9N,positif,Comitment
Dinas Pendidikan minta orang tua dan pelajar maklum tidak ada libur semester saat Natal dan Tahun Baru #Covid-19 https://t.co/B9pzdu0QO9,negatif,Composure
"""Pemerintah Kabupaten Manggarai mengapresiasi terhadap berbagai inovasi yang dilakukan lembaga pendidikan ini dalam kegiatan belajar saat pandemi COVID-19,"" kata Bupati Manggarai Heribertus G.L Nabit dalam keterangan diterima di Kupang, Rabu (1/12).

#PDIPerjuangan
#SolidBergerak",positif,Comitment
"Saat 212 Jadi Virus Mematikan Bagi Penguasa https://t.co/ewaAOBkyVV
Covid-19
Ada 4.256.409
143.830 Meninggal
Rabu 1 Desember 2021
Terima Kasih November
Hari AIDS Sedunia
Habib
Jendral
Apri
Januari
Pendidikan
#PutihkanJakarta212
#PutihkanJakarta212",negatif,Composure
"Bupati Kudus, Hartopo mengapresiasi kontribusi amal usaha Muhammadiyah di beberapa sektor, mulai dari pendidikan, kesehatan, dan sosial dalam melawan pandemi. 

@Muhammadiyah menurutnya selalu mengulurkan tangan untuk masyarakat luas saat Covid-19 
https://t.co/kW8mWAuV3Y",positif,Control 
"Guru adalah sumber kekuatan bangsa dalam memajukan SDM yang unggul. Terlebih di masa pandemi Covid-19 saat ini, peran guru dalam mengawal pendidikan menjadi pilar utama dalam mencerdaskan kehidupan bangsa.
Selamat Hari Guru Nasional Tahun 2021 https://t.co/KTJFMgsvJU",positif,Confidience
"Guru adalah sumber kekuatan bangsa dalam memajukan SDM yang unggul. Terlebih di masa pandemi Covid-19 saat ini, peran guru dalam mengawal pendidikan menjadi pilar utama dalam mencerdaskan kehidupan bangsa.
#AyoPakaiMasker #AyoSegeraVaksin
Indonesia Sehat, Ekonomi Bangkit. https://t.co/fEZpyZlhYg",positif,Comitment
"Pendidikan menjadi salah satu sektor terdampak Covid-19. Pembelajaran tatap muka diganti pembelajaran daring. Transisi itu memunculkan permasalahan baru seperti semangat belajar anak menurun. Saat kasus Covid-19 mulai landai, Pembelajaran Tatap Muka (PTM) Terbatas mulai dilakukan https://t.co/cEbrjMQ4jw",positif,Comitment
"penyebaran Virus Covid-19 pada saat proses belajar mengajar tatap muka berlangsung.

Program CSR ini, merupakan wujud komitmen IPCM dalam upaya mewujudkan salah satu tujuan dari SDGs yaitu terlaksananya kegiatan pendidikan yang baik dan berkualitas.",positif,Confidience
"RT bps_statistics: “Bergerak dengan Hati, Pulihkan Pendidikan” menjadi semangat bagi para pendidik yang saat ini tengah berjuang memajukan pendidikan Indonesia di tengah pandemi Covid-19. 
Selamat Hari Guru Nasional. 

#CintaData
#HariBesarNasional
#Sela… https://t.co/oAzcn6NBNb",negatif,Composure
"#RT @bps_statistics: “Bergerak dengan Hati, Pulihkan Pendidikan” menjadi semangat bagi para pendidik yang saat ini tengah berjuang memajukan pendidikan Indonesia di tengah pandemi Covid-19. 
Selamat Hari Guru Nasional. 

#CintaData
#HariBesarNasional
#Se… https://t.co/oAzcn6NBNb",negatif,Composure
"“Bergerak dengan Hati, Pulihkan Pendidikan” menjadi semangat bagi para pendidik yang saat ini tengah berjuang memajukan pendidikan Indonesia di tengah pandemi Covid-19. 
Selamat Hari Guru Nasional. 

#CintaData
#HariBesarNasional
#SelamatHariGuruNasional https://t.co/zDEEIxHACt",negatif,Composure
"Apresiasi tinggi patut diucapkan kepada para pendidik yang saat ini tetap berjuang untuk memberikan pendidikan terbaik bagi generasi bangsa di masa pandemi Covid-19.

Selamat Hari Guru 25 November 2021.

Mari Bergerak dengan Hati, Pulihkan Pendidikan. https://t.co/nLmQNcqd0H",positif,Confidience
"Guru adalah sumber kekuatan bangsa dalam memajukan SDM yang unggul. Terlebih di masa pandemi Covid-19 saat ini, peran guru dalam mengawal pendidikan menjadi pilar utama dalam mencerdaskan kehidupan bangsa.

Selamat Hari Guru Nasional Tahun 2021 https://t.co/FkU0LfAAPp",positif,Confidience
"[SELAMAT HARI GURU NASIONAL]

Selamat Hari Guru untuk seluruh guru Indonesia. “Bergerak dgn Hati, Pulihkan Pendidikan” pada tema ini mengingat dunia pendidikan saat ini tengah berjuang memberikan yg terbaik untk generasi muda bangsa ditengah masa pemulihan pasca pandemi covid-19. https://t.co/1M1DLS3PFo",negatif,Composure
"Guru adalah sumber kekuatan bangsa dalam memajukan SDM yang unggul. Terlebih di masa pandemi Covid-19 saat ini, peran guru dalam mengawal pendidikan menjadi pilar utama dalam mencerdaskan kehidupan bangsa.

Selamat Hari Guru Nasional Tahun 2021
“Bergerak dengan hati, Pulihkan P.. https://t.co/E0e8JQaGyM",positif,Confidience
"Guru adalah sumber kekuatan bangsa dalam memajukan SDM yang unggul. Terlebih di masa pandemi Covid-19 saat ini, peran guru dalam mengawal pendidikan menjadi pilar utama dalam mencerdaskan kehidupan bangsa.

Selamat Hari Guru Nasional Tahun 2021
“Bergerak dengan hati, Pulihkan P.. https://t.co/zImJMMZkLd",negatif,Composure
"Hari Guru Nasional 2021.

Guru punya kedudukan dan peranan penting dalam pelaksanaan pembangunn nasional melalui pendidikan yang saat ini sedang berjuang memberikan pendidikan untuk generasi muda di masa pandemi Covid-19. 

Bergerak dengan Hati,
Pulihkan Pendidikan. https://t.co/q4G58N1pv3",negatif,Composure
Efek pandemi Covid-19 pada dunia pendidikan semakin mengancam kualitas pendidikan Indonesia saat ini. Adakah upaya pemerintah mengatasi derajat mengkhawatirkan dunia pendidikan yang kian terpuruk dihantam dua momok pagebluk? #TempoInteraktif https://t.co/LRxRn1SyT9 https://t.co/rjLq3Ss7Oe,positif,Control 
@kOpIpAIt98's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,negatif,Confidience
"@kompascom Wah, mimin. Covid meningkat lagi? ""@kompascom : Kepala Dinas Pendidikan Kota Bogor Hanafi menyebut, saat ini sudah ada sekitar 200 orang yang telah dilakukan pemeriksaan.""",negatif,Control 
"PANDEMI Covid-19 telah membuat perubahan yang fundamental dalam tata kehidupan masyarakat dan juga pembelajaran. Pendidikan jarak jauh, menjadi salah satu opsi pembelajaran pada saat ini.  https://t.co/K39Vgul8c8",positif,Comitment
"Sanggau (17/11) bersama DWP BKIPM Entikong  turut memeriahkan HUT Dharma Wanita Persatuan KKP yang ke-22 pada Kegiatan ""BAKTI SOSIAL"" di Yayasan Pendidikan Agama Islam Al-Muallimin.  Ditengah Pandemi Covid -19 saat ini🇮🇩💪 #menterikelautandanperikanan #bkipm @rinajanwar2201 https://t.co/mZPaC6zKK8",positif,Control 
"@AgusYudhoyono Semoga Mas Agus dan pemimpin muda lain menjadi lokomotif pemberdayaan SDM secara komprehensif untuk menyongsong Indonesia 2045. Loss generation dalam pendidikan efek dari covid perlu kerja keras agar generasi muda saat ini mampu bersaing dengan negara maju di 2045, tantangan.",positif,Control 
"Sekretaris Daerah Kabupaten Kayong Utara (KKU), Kalimantan Barat, Hilaria Yusnani menilai sangat penting gotong - royong antara guru dan orang tua dalam pendidikan anaknya di saat pandemi COVID-19 agar bisa mencapai mutu pendidikan.

https://t.co/b2Lqiwecbh",positif,Confidience
"“Saya selaku pimpinan daerah, berharap pemakaian masker menjadi wujud disiplin di setiap satuan pendidikan saat ini dan seterusnya. Selalu menerapkan prokes dimanapun kita berada, karena menjadi faktor penting dalam penyebaran serta penularan virus covid-19”

#PDIPerjuangan",positif,Confidience
PENDIDIKAN: FAKTOR PENDUKUNG KEDAMAIAN DAN KESEJAHTERAAN SAAT PANDEMI COVID-19,positif,Comitment
"Mereka ini rakyat kecil, mereka tidak bisa beralih ke industri baru yang perlu pendidikan dan sertifikasi. Saat pandemi COVID-19 ketika daya beli masyarakat melemah. Mereka harus bertahan hidup, kondisi ini benar-benar sulit. 
#Tolakkenaikancukai",positif,Comitment
"Salah satu program yg dijalankan UNICEF saat ini bernama Donasi untuk Kembalikan 4,3 Juta Anak ke Sekolah. Karena adanya pandemi COVID-19, banyak sekali sekolah-sekolah yang ditutup menyebabkan 4,3 jt anak tidak mendapatkan pendidikan sekolah &amp; 2,3 jt anak tidak bisa baca tulis.",positif,Confidience
